ACO_ID,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Current_Track_1_Plus,Current_BASIC_A,Current_BASIC_B,Current_BASIC_C,Current_BASIC_D,Current_BASIC_E,Current_ENHANCED,Risk_Model,Adv_Pay,AIM,SNF_Waiver,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,DisAffQual,Met_QPS,QualScore,RecvdMean,RegTrndUpdt,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,RevLossLimit,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,prov_Rate_1000,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO45,ACO46,ACO8,ACO38,ACO43,ACO13,ACO14,ACO17,ACO18,ACO19,ACO20,ACO42,ACO40,ACO27,ACO28
A3531,"UCMCNACO, LLC","IL, IN",Renewal,2,1/1/2017,1/1/2020,0,0,0,0,0,1,0,0,0,0,One-Sided,0,0,0,8505,0.0033,0.0315,402185,0,"",0,1,1,97.5,0,0,1,15082,16886,123738708,123336522,"","",0.4,0.39,0,"High Revenue",99899,17005,21046,13236,95382,16574,24721,13339,103901,17373,24176,13554,94215,15425,20650,12143,15032,1.038,1.497,1.253,1.264,1.014,1.478,1.294,1.244,0.975,1.498,1.263,1.231,1.016,1.44,1.235,1.207,164,1132,791,6056,8205,157,1074,858,6116,1225,3534,2622,1124,5217,3288,4150,3968,78,71,3,235,4326,3976,106,244,46,396,810,5075,3398,127,965,492,407,389,3,10,5,25,10,708,722,317,915,265,9518,2947,4853,1689,29,58,0,0,0,0,1,0,350,1002,368,112,16,^,^,^,^,^,^,^,^,^,^,~,~,1.06,95.6,86.43,93.75,42.86,76.68,73.73,89.66,5.08,15.12,65.08
A3539,"Orange Accountable Care Organization of South Florida LLC",FL,Renewal,2,1/1/2017,1/1/2020,0,0,0,0,0,0,0,0,0,1,Two-Sided,0,0,1,15861,0.1095,0.02,21821612,21821612,"",16161631,1,1,98.75,0,0,1,12873,14414,199285835,177464223,"","",0.75,0.74,0,"Low Revenue",93208,12673,17770,11298,97081,12960,18236,11574,95018,13326,19586,11769,90624,11839,17302,9644,11463,1.103,1.159,1.11,1.137,1.079,1.122,1.124,1.131,1.085,1.099,1.147,1.138,1.07,1.124,1.167,1.159,130,1152,2258,11331,15481,125,1057,2056,12243,1174,7083,5020,2584,9346,6515,12226,1347,143,1438,11,696,2837,2381,85,368,46,487,481,1820,4700,82,1024,366,273,248,2,18,5,11,5,779,542,224,642,294,13137,5545,6610,962,20,36,0,0,0,0,0,0,173,51,82,32,0,^,^,^,^,^,^,^,^,^,^,~,~,0.76,90.38,91.4,96.67,82.82,85.2,84.38,86.67,9.38,11.67,80.8
A3547,"Physician Partners of Western PA LLC",PA,Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,44884,0.0286,0.0225,12408161,12408161,"",6126529,1,1,98.75,0,0,"",9984,10618,434550741,422142580,"","",0.5,0.49,0,"Low Revenue",83356,9199,18003,9407,82583,9434,17675,9326,86848,10107,16606,9495,80220,10390,18704,8517,9699,1.061,0.982,1.101,1.046,1.059,0.985,1.118,1.039,1.068,0.994,1.118,1.018,1.044,0.984,1.102,0.953,303,6662,2791,32662,43524,298,5166,2003,36057,6891,23690,9412,4891,25028,19856,41837,1884,144,61,15,943,2990,2420,99,466,53,257,582,2499,2714,121,562,273,296,263,3,25,5,16,5,741,603,199,753,189,8270,3490,3532,1009,238,52,2,0,11,0,4,6,661,1461,421,592,1,^,^,^,^,^,^,^,^,^,^,~,~,1.02,94.62,75.86,87.1,83.52,78.47,78.65,85.61,14.47,8.06,73.33
A3548,"Bethesda Health Quality Alliance, LLC",FL,Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,15549,0.0275,0.0268,5208125,5208125,"",2522487,1,1,96.87,1,0,"",12473,12775,189176684,183968558,"","",0.5,0.48,0,"High Revenue",86125,12912,20767,12481,96547,11285,18100,12275,83429,12423,18988,11580,81809,13465,18967,11149,12129,1.1,1.098,1.087,1.184,1.066,1.049,1.009,1.144,0.999,0.994,0.99,1.104,0.964,1.021,1.07,1.067,88,573,785,11164,15167,104,567,791,13704,1021,6966,5063,2499,9205,6344,13847,445,87,543,4,623,2872,2491,20,346,37,323,459,2280,5325,88,772,286,258,237,1,17,4,12,5,793,510,201,720,388,13371,4387,8136,840,7,38,0,0,0,0,1,2,211,238,185,92,0,^,^,^,^,^,^,^,^,^,^,~,~,0.9,83.18,74.87,85.19,76.56,71.45,85.76,92.28,5.45,13.13,78.74
A3549,"Holy Name Medical Center ACO, LLC",NJ,Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,21867,0.0936,0.0248,23511307,23511307,"",11387392,1,1,96.87,1,0,"",11854,12145,251176728,227665421,"","",0.5,0.48,0,"High Revenue",92871,12139,12883,11536,93251,11844,11135,10907,97482,12325,13227,11129,93997,11295,13909,9592,10745,1.023,0.926,0.889,1.082,1.048,0.952,0.88,1.072,1.007,0.976,0.9,1.048,0.972,0.959,0.93,1.011,120,1512,2344,11888,21188,133,1806,2339,16910,2419,9491,6800,3157,12843,9024,16186,1758,1245,1229,13,1436,2802,2478,31,215,86,219,962,2179,4119,89,434,246,244,228,1,9,6,14,5,810,472,199,590,239,11411,4403,5975,1030,3,57,0,0,0,0,1,3,243,266,186,67,2,^,^,^,^,^,^,^,^,^,^,~,~,0.88,-,-,-,-,-,-,-,-,-,-
A3551,"United Physicians ACO",MI,Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,13787,0.0809,0.0277,11886281,11886281,"",5943141,1,1,100,0,0,"",10951,11347,146868591,134982310,"","",0.5,0.5,0,"High Revenue",79230,9972,13474,10568,93359,9856,14330,10553,88429,10576,12150,10484,82255,9747,10972,9463,10064,1.053,1.028,0.886,1.148,1.094,1.077,0.884,1.142,1.065,1.094,0.91,1.116,1.037,1.012,0.882,1.066,101,1579,1231,11216,13412,79,1210,1332,10791,1674,6485,4056,1572,8104,5683,11731,693,390,25,1,947,3114,2672,59,378,44,134,372,1950,3952,76,455,288,301,275,1,19,6,17,6,792,514,240,623,223,10705,5079,4915,709,3,37,0,0,0,0,0,0,99,339,49,59,0,^,^,^,^,^,^,^,^,^,^,~,~,0.84,76.21,73.36,80,48.96,68.92,69.18,84.13,11.54,9.85,75.18
A3554,"Community Health Center Network Of Idaho, LLC","ID, WA, OR",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,16750,0.0328,0.0263,5198646,5198646,"",2517896,1,1,96.87,1,0,"",9820,9511,158370914,153172267,"","",0.5,0.48,0,"Low Revenue",72669,7524,10079,7684,75581,8128,11432,8483,68071,8062,11055,9220,73325,8346,11317,8579,9497,0.939,0.84,0.788,0.882,0.943,0.856,0.787,0.906,0.963,0.837,0.815,0.905,0.961,0.803,0.776,0.899,150,6717,2688,8743,16128,153,4841,2209,8925,5596,6979,2980,1195,8975,7775,14974,125,116,714,365,456,2866,2485,66,181,155,301,874,2883,1934,160,475,294,253,226,2,9,16,9,4,721,792,157,552,171,8456,371,1678,1319,5089,59,0,94,0,0,0,0,280,37,176,147,2,^,^,^,^,^,^,^,^,^,^,~,~,0.74,64.13,58.8,87.72,80.07,64.74,60.51,84.65,18.63,15.91,75
A3555,"Inspire Health Partners, LLC",IN,Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,11146,-0.0312,0.0293,-2966068,0,"",0,1,1,97.81,0,0,"",8771,8675,95156783,98122851,"","",0.5,0.49,0,"High Revenue",76174,8538,15111,7596,69445,8525,14125,7565,84826,8635,14279,7831,75702,8924,18698,8107,9045,1.04,1.046,1.147,0.953,1.02,1.017,1.097,0.947,1.008,1.045,1.076,0.96,0.97,1.015,1.107,0.979,69,1174,609,10442,10849,61,831,509,9448,1134,5261,3505,1246,6354,4792,10714,84,44,14,3,287,2455,2182,31,233,28,246,734,2806,2260,54,289,336,223,211,1,9,2,13,3,809,584,157,726,201,9180,3598,3649,1916,17,45,0,0,0,0,1,18,82,158,90,15,2,^,^,^,^,^,^,^,^,^,^,~,~,0.73,77.13,84.81,75,55.81,75.76,80.31,86.43,11.86,8.46,70.4
A3557,"Orange Accountable Care Organization LLC","FL, NJ, NM, TX",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,9770,0.1107,0.0302,12225889,12225889,"",6036533,1,1,98.75,0,0,"",11583,11567,110427740,98201851,"","",0.5,0.49,0,"Low Revenue",82592,10656,13330,10223,80644,9952,13649,10098,83558,10400,14288,10627,81790,10411,12050,9605,10300,0.994,0.998,0.907,1.08,1.018,1.015,0.929,1.046,1.027,0.992,0.942,1.033,1.043,0.987,0.993,1.098,97,1201,1136,7915,9534,64,676,612,8182,930,4456,3157,1227,5709,4061,8099,665,195,410,5,396,2827,2538,73,224,33,172,460,1749,4428,102,559,265,260,244,2,11,3,13,4,827,542,206,678,274,12665,6008,5640,984,33,36,0,0,0,0,0,0,86,17,44,21,0,^,^,^,^,^,^,^,^,^,^,~,~,0.71,90.91,91.03,92,79.78,81.67,80.67,90.71,19.51,11.72,84.19
A3560,"St. Luke's Medicare ACO","PA, NJ",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,45647,0.0396,0.0224,18611593,18611593,"",9087692,1,1,97.66,0,0,"",10599,10941,469880976,451269383,"","",0.5,0.49,0,"High Revenue",89127,9868,15895,9845,90302,10456,15552,10049,95477,10775,16381,10202,84336,10794,14876,9686,10179,1.044,0.962,1.048,1.069,1.093,0.979,1.049,1.068,1.083,0.974,1.071,1.062,1.039,1.044,1.071,1.078,154,5713,2399,34647,44331,90,5049,1843,37349,6589,21642,11928,5488,25723,19924,42128,1255,268,489,12,1495,3226,2836,28,317,66,210,483,2832,2917,101,417,251,298,276,1,15,6,19,5,818,593,227,723,192,9241,4059,4176,961,44,49,0,0,4,0,8,9,476,1015,328,507,1,^,^,^,^,^,^,^,^,^,^,~,~,0.6,85.96,72.36,81.25,80.84,71.58,77.11,73.42,10.45,12.72,76.58
A3562,"Primary Comprehensive Care ACO LLC","IL, NC",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,6314,-0.0039,0.0354,-228528,0,"",0,1,1,98.75,0,0,"",9621,9631,58863672,59092200,"","",0.5,0.49,0,"Low Revenue",83986,9547,15050,8189,69642,9476,13264,8019,69773,8941,13441,8327,84375,8273,14234,8648,9658,0.985,0.959,0.904,0.936,0.999,0.948,0.922,0.973,0.993,0.957,0.931,0.979,0.97,0.885,0.968,0.97,48,1157,824,4843,6118,33,811,719,4556,1021,2676,1865,752,3565,2749,5061,534,142,329,4,244,2570,2251,73,206,75,225,823,1848,3304,100,743,271,251,232,2,9,8,14,4,795,519,198,539,173,10713,5772,3482,1431,28,54,0,0,0,0,0,0,63,24,19,10,0,^,^,^,^,^,^,^,^,^,^,~,~,0.86,98.38,93.58,86.05,97.6,83.2,89.6,99.28,30,7.56,73.43
A3563,"ACO West Virginia","WV, PA, OH, MD",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,39824,0.0008,0.023,324648,0,"",0,1,1,96.87,1,0,"",10209,10260,394899974,394575326,"","",0.5,0.48,0,"High Revenue",83958,9111,13205,8615,77837,9541,12711,8860,83934,10029,13582,9156,75360,10460,13060,9316,10200,1.031,0.995,0.939,1.02,1.031,1.024,0.956,1.039,1.043,1.022,0.963,1.042,1.033,1.025,0.969,1.067,197,6019,2695,19186,38683,269,6161,2515,29738,7625,18278,10178,3743,22346,17478,38574,534,83,48,13,572,3193,2721,39,395,52,253,444,3320,2342,191,463,364,318,288,1,22,6,19,6,757,763,195,813,240,8821,2843,3287,1818,873,35,14,69,11,0,14,24,1101,2115,926,529,3,^,^,^,^,^,^,^,^,^,^,~,~,1.07,79.1,83.83,89.89,87.3,63.05,70.67,78.92,24.74,19.97,64.3
A3566,"Myriad Health Alliance","MS, NC, AL",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,95699,0.0301,0.02,31236094,31236094,"",15227596,1,1,97.5,0,0,"",11190,11186,1037217566,1005981472,"","",0.5,0.49,0,"High Revenue",68891,9498,16427,9038,70999,9934,16837,9256,71531,10271,17246,9648,76133,10706,17432,9373,10853,0.945,0.905,0.921,0.957,0.949,0.912,0.929,0.954,0.971,0.933,0.927,0.965,0.955,0.982,0.981,1.004,707,16364,10624,60181,92690,642,13730,9435,68884,16750,42859,26575,9515,55429,40270,74350,19908,246,95,86,1014,2812,2372,159,208,117,294,962,3001,2780,140,829,398,300,273,4,11,12,13,6,773,694,198,712,214,10742,3150,3546,2318,1728,61,28,0,73,0,33,64,946,1830,1352,141,1,^,^,^,^,^,^,^,^,^,^,~,~,1.63,86.51,76.88,64.71,66.24,75.9,80.32,88.68,10,11.63,65.36
A3575,"Wilderness Health ACO","MN, WI",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,7885,-0.0698,0.0322,-5055276,0,"",0,1,1,96.87,1,0,"",9456,9353,72463602,77518878,"","",0.5,0.48,0,"High Revenue",74346,8591,15734,9090,72203,8992,12020,8882,71945,9094,13245,8638,74846,11070,15810,9058,10116,0.901,0.874,0.958,0.944,0.924,0.901,0.928,0.944,0.995,0.929,0.927,0.926,1.063,0.986,0.975,0.953,23,1510,466,5835,7663,36,1371,438,5817,1622,3218,2010,1035,4117,3768,7532,50,17,4,115,167,3246,3009,21,199,28,286,840,3696,1718,155,276,273,268,255,0,10,3,8,3,743,700,149,597,217,6641,3127,2315,1043,156,63,8,0,2,0,5,9,293,567,163,101,2,^,^,^,^,^,^,^,^,^,^,~,~,1.03,87.63,65.2,42.42,31.37,66.09,70.8,77.28,1.8,17.28,61.64
A3576,"Berkshire ACO","MA, NY",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,9038,-0.0687,0.031,-7048324,0,"",0,1,1,96.87,1,0,"",11678,11438,102532198,109580522,"","",0.5,0.48,0,"High Revenue",87344,10017,18071,9601,92347,10677,17192,10163,89845,11609,18015,10066,92989,13825,22214,10532,12481,1.04,0.946,1.034,0.968,1.043,0.948,1.031,0.983,0.999,0.961,1.036,0.976,0.956,1.07,1.069,1.004,84,2371,1264,11591,8780,43,1189,827,6721,1412,3739,2605,1282,5000,4038,8500,136,23,21,4,354,3511,3214,22,158,135,326,1603,3814,2584,191,664,269,267,251,0,6,10,16,3,842,679,199,805,213,10701,3833,4374,2431,64,88,2,0,6,0,2,8,278,628,144,104,7,^,^,^,^,^,^,^,^,^,^,~,~,0.67,77.51,54.4,79.17,40.96,75.2,79.56,82.87,2.41,16.13,73.23
A3577,"Mountlake ACO","ID, MN",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,12124,0.0116,0.0287,1533914,0,"",0,1,1,97.21,0,0,"",11209,11404,132245216,130711303,"","",0.5,0.49,0,"High Revenue",80655,10541,17764,9922,81314,11298,16427,9992,81292,10862,18474,10377,92294,12074,16803,10079,11079,0.978,0.909,0.926,0.945,1.07,0.899,0.931,0.919,1.033,0.932,0.944,0.943,1.009,0.942,0.935,0.949,58,1434,644,8405,11798,65,1369,551,9813,1698,5463,3523,1440,6510,5614,11621,24,24,89,75,291,2986,2841,25,92,39,242,1014,4387,1914,112,365,342,230,222,1,4,3,8,4,792,622,73,519,178,7664,2730,2120,1818,995,54,19,0,9,0,11,24,451,1135,304,233,12,^,^,^,^,^,^,^,^,^,^,~,~,1.33,64.57,63.18,80.77,58,68.8,62.41,86.17,5.1,26.94,73.24
A3578,"Prairie Vista Care Organization","IA, MN, SD, NE",Renewal,2,1/1/2018,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,0,0,0,11704,0.01,0.029,1297324,0,"",0,1,1,96.87,1,0,0,11430,11978,129330963,128033639,"","",0.4,0.39,0,"High Revenue",70719,11521,13779,10272,72113,12753,15829,10479,80107,12262,15318,11065,81886,11353,16260,10585,11315,0.87,0.94,0.833,0.911,0.964,0.91,0.858,0.929,0.958,0.959,0.901,0.962,1.015,0.904,0.874,0.936,47,830,661,7990,11315,53,911,673,9679,1251,4984,3436,2033,6458,5246,11334,20,16,26,68,240,2975,2859,33,62,39,330,1519,4849,1385,88,165,333,263,256,1,3,3,8,4,832,552,31,475,142,7002,2130,1792,1291,1789,81,29,0,16,0,14,33,425,959,381,228,5,^,^,^,^,^,^,^,^,^,^,~,~,1.88,96.67,81.36,76.19,67.66,79.52,82.34,79.85,11.82,12.57,65.73
A3579,"Huntsville ACO","AL, TN",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,12102,0.0683,0.0287,8003993,8003993,"",3876629,1,1,96.87,1,0,"",9934,10109,117188718,109184725,"","",0.5,0.48,0,"High Revenue",61722,9352,13748,8737,73755,9552,13402,9140,72169,9427,14351,9490,55869,9381,12723,8871,9256,0.96,0.974,0.937,1.019,0.948,0.966,0.924,1.026,1.022,0.96,0.924,1.031,0.912,0.959,0.862,1.034,67,2034,832,9947,11796,32,1451,598,9715,1755,5432,3688,1227,6810,5292,10731,1118,55,28,1,169,2471,2206,45,196,43,281,341,1853,3491,112,544,366,270,252,1,12,6,19,8,741,594,202,756,289,10288,3562,4511,2184,31,36,2,0,1,0,5,3,253,430,275,46,0,^,^,^,^,^,^,^,^,^,^,~,~,1.11,77.42,57.79,81.25,64.88,63.89,70.85,87.85,10.45,27.84,62.7
A3580,"Caravan Health Collaborative ACO","OR, WA, FL, NC, PA, CA, NM, TX, MT, OH, MN, LA",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,158429,0.0299,0.02,48831989,48831989,"",23651131,1,1,96.87,1,0,"",10627,10714,1633491550,1584659561,"","",0.5,0.48,0,"High Revenue",75388,9684,15267,9223,76652,9837,14989,9235,77438,10048,15277,9487,81851,10115,15921,9111,10309,0.986,0.947,0.943,0.937,0.995,0.948,0.94,0.933,0.987,0.95,0.934,0.948,0.977,0.949,0.934,0.933,1184,24486,13451,109362,153713,1118,20705,12047,119844,26249,73480,42057,16643,87643,70786,141741,6373,1253,3064,1707,4291,2951,2655,76,171,67,225,886,3386,2357,161,377,326,253,236,2,8,7,11,5,775,664,123,611,192,8581,1877,2939,1292,2473,51,133,68,184,0,100,249,4721,10893,3432,2338,20,^,^,^,^,^,^,^,^,^,^,~,~,1.24,76.69,74.48,87.5,71.38,67.99,74.01,80.95,13.08,11.54,71.48
A3588,"Cleveland Clinic Florida Integrated Health",FL,Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,36033,-0.01,0.0234,-3958503,0,"",0,1,1,98.13,0,0,"",11289,11080,397228230,401186733,"","",0.5,0.49,0,"High Revenue",70367,12157,14798,10112,86134,11494,14963,9992,80451,13342,15938,10279,77972,13322,16183,10514,11402,1.001,1.094,0.943,1.041,1.025,1.083,0.907,1.029,1.051,1.053,0.97,1.027,0.982,1.126,1.031,1.04,214,1818,1018,29481,35187,311,1729,956,32192,2710,17150,11900,4273,19940,16093,31955,1879,224,629,29,1317,2951,2437,28,484,20,202,227,2084,5099,84,710,348,279,251,1,25,3,12,6,792,590,206,788,320,11610,3233,6908,1462,7,21,0,0,0,0,1,0,216,720,271,131,0,^,^,^,^,^,^,^,^,^,^,~,~,0.95,95.58,71.98,83.33,55.89,81.87,75.89,93.67,16.07,16.01,72.51
A3591,"ColigoCare, LLC","NJ, NY",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,20118,0.0467,0.025,10436611,10436611,"",5153077,1,1,98.75,0,0,"",11453,11413,223450962,213014351,"","",0.5,0.49,0,"Low Revenue",84882,10709,14096,10291,95493,12494,14942,10424,88975,10958,15895,10754,101780,11713,20910,10129,10918,0.997,0.925,0.968,1.005,0.986,0.945,1.017,1.014,0.993,0.887,1.045,1.015,1.089,0.972,1.083,1.037,124,1160,685,19704,19510,87,857,560,18006,1376,9098,6463,3181,11734,8384,18199,453,324,180,8,954,2620,2443,26,115,64,236,865,2555,4118,62,505,196,204,196,1,4,4,10,2,795,405,160,666,238,10791,3597,6275,917,1,51,0,0,0,0,0,0,186,355,135,60,3,^,^,^,^,^,^,^,^,^,^,~,~,0.55,95.98,85.88,92.31,77.37,81.61,76.64,85.94,16.67,10.58,90.48
A3596,"Genovista Health, LLC",TX,Initial,1,1/1/2018,1/1/2018,0,0,0,1,0,0,0,0,0,0,Two-Sided,0,0,1,6502,0.1097,0.02,8634912,8634912,"",4182206,1,1,96.87,1,0,"",12360,12452,78738956,70104044,"","",0.5,0.48,1,"Low Revenue",100839,12143,18706,11093,95471,12102,21631,11577,95497,11894,18185,11056,91431,11397,18590,9799,11005,1.042,1.159,1.037,1.056,1.059,1.112,0.982,1.065,1.081,1.044,0.961,1.045,1.116,0.983,0.949,1.035,41,661,475,5390,6370,39,438,434,5460,471,3139,2172,720,3786,2716,5279,474,352,118,16,263,3150,2259,129,626,50,376,643,1578,4175,99,1032,275,283,234,5,30,5,11,5,744,541,198,648,240,10994,4461,4838,1656,39,45,0,0,0,0,0,0,89,1,33,17,0,^,^,^,^,^,^,^,^,^,^,~,~,1.19,88.76,55.63,64.86,51.74,71.95,66.45,89.04,5.8,9.76,74.45
A3597,"Pacific Private Practice Network, Inc","CA, TX",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,8903,-0.0702,0.0311,-9273909,0,"",0,1,1,100,0,0,"",15255,15065,132127175,141401083,"","",0.5,0.5,0,"Low Revenue",93733,18643,20801,11234,96886,18838,20246,11078,104429,22307,23792,11934,117675,21670,25542,12671,16326,0.997,1.26,1.051,1.024,1.016,1.262,1.06,1.041,1.109,1.317,1.103,1.048,1.172,1.266,1.1,1.029,79,699,1395,6978,8661,68,556,1519,6518,737,3638,3073,1455,5009,3894,7124,201,687,192,8,691,4508,3785,262,375,194,880,2280,2225,5331,166,1303,322,314,281,7,15,10,10,4,795,561,250,677,291,13691,5986,6923,776,6,100,0,0,0,0,0,0,68,26,14,5,0,^,^,^,^,^,^,^,^,^,^,~,~,0.69,88.84,74.9,95.45,87.25,65.46,68.27,82.66,78,13.65,62.5
A3598,"Acorn Network, LLC","IL, MI, IN, PA, OH, TN, NC",Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,4915,0.1686,0.0395,11631562,11631562,"",5633594,1,1,96.87,1,0,"",14648,14138,68995495,57363934,"","",0.5,0.48,0,"Low Revenue",79808,12774,18739,9430,94800,12695,18670,10226,86863,12945,17500,10101,73483,11517,18132,8121,12178,0.983,1.172,1.001,1.044,1.045,1.173,1.117,1.092,1.064,1.234,1.149,1.11,0.999,1.11,1.144,1.18,122,1355,1046,3369,4710,134,1056,673,2847,1334,2032,1071,478,2853,2062,2543,1849,170,196,1,156,3662,3146,64,230,238,285,1168,2700,3480,200,749,328,389,353,3,11,21,23,7,716,877,325,595,142,10233,4558,3400,2243,33,82,0,0,0,0,0,0,172,13,208,10,0,^,^,^,^,^,^,^,^,^,^,~,~,1,87.7,64.44,81.08,92.95,58.55,63.5,77.67,4.11,16.94,74.18
A3599,CVACC,VA,Initial,1,1/1/2018,1/1/2018,1,0,0,0,0,0,0,0,0,0,One-Sided,0,0,0,15081,-0.0469,0.027,-7137833,0,"",0,1,1,98.77,0,0,"",10364,10580,152220251,159358085,"","",0.5,0.49,0,"Low Revenue",79065,8640,14272,8382,82619,9069,14898,8669,79532,9495,15973,9405,85810,10099,16840,9753,10850,0.973,0.976,1.058,0.982,1.017,0.967,1.029,0.981,1.041,1.029,1.043,0.992,1.004,0.937,1.006,1.007,198,2012,1133,13425,14688,147,1265,633,12643,1697,7009,4641,1734,8509,6572,12399,2347,25,16,5,289,3205,2997,79,99,41,338,609,3325,2685,114,516,348,285,274,3,5,4,18,5,782,620,215,666,187,8499,2780,3583,2113,22,50,0,0,0,0,0,0,117,478,156,110,0,^,^,^,^,^,^,^,^,^,^,~,~,0.68,96.66,44.87,55.1,94.97,72.1,72.06,86.76,17.54,14.48,69.71
