Month End,Year Week,Current (Arrival) Region,Current (Arrival) District,Previous (Departure) Region,Previous (Departure) District,Reason,Current (Arrival) Priority Need,Number of Individuals
31/01/2019,201904,Woqooyi Galbeed,Hargeysa,Sanaag,Ceerigaabo,Drought related,Water,4
31/03/2019,201912,Woqooyi Galbeed,Hargeysa,Sanaag,Ceerigaabo,Drought related,Water,5
30/09/2019,201939,Woqooyi Galbeed,Hargeysa,Sanaag,Ceerigaabo,Drought related,Water,4
30/11/2019,201945,Woqooyi Galbeed,Hargeysa,Sanaag,Ceerigaabo,Other,Livelihood Support,7
30/11/2019,201947,Woqooyi Galbeed,Hargeysa,Sanaag,Ceerigaabo,Other,Livelihood Support,2
30/09/2019,201939,Woqooyi Galbeed,Hargeysa,Sanaag,Ceerigaabo,Other,Livelihood Support,4
28/02/2019,201909,Woqooyi Galbeed,Hargeysa,Sanaag,Dhahar,Drought related,Food,5
31/03/2019,201912,Woqooyi Galbeed,Hargeysa,Sanaag,Dhahar,Drought related,Food,6
28/02/2019,201905,Woqooyi Galbeed,Hargeysa,Sanaag,Dhahar,Drought related,Shelter,4
31/01/2019,201904,Woqooyi Galbeed,Hargeysa,Sanaag,Dhahar,Drought related,Shelter,5
30/04/2019,201914,Woqooyi Galbeed,Hargeysa,Sanaag,Laasqoray,Drought related,Food,6
28/02/2019,201905,Woqooyi Galbeed,Hargeysa,Sanaag,Laasqoray,Drought related,Food,7
31/03/2019,201913,Woqooyi Galbeed,Hargeysa,Sanaag,Laasqoray,Drought related,Livelihood Support,7
28/02/2019,201908,Woqooyi Galbeed,Hargeysa,Sanaag,Laasqoray,Drought related,Other,5
28/02/2019,201905,Woqooyi Galbeed,Hargeysa,Sanaag,Laasqoray,Drought related,Water,5
31/03/2019,201910,Woqooyi Galbeed,Hargeysa,Sanaag,Laasqoray,Drought related,Water,4
31/12/2019,201952,Woqooyi Galbeed,Hargeysa,Sanaag,Lasqoray,Drought related,Food,6
31/01/2019,201904,Woqooyi Galbeed,Hargeysa,Sanaag,Lasqoray,Drought related,Food,6
30/11/2019,201945,Woqooyi Galbeed,Hargeysa,Sanaag,Lasqoray,Drought related,Food,5
31/10/2019,201941,Woqooyi Galbeed,Hargeysa,Sanaag,Lasqoray,Drought related,Food,4
30/09/2019,201939,Woqooyi Galbeed,Hargeysa,Sanaag,Lasqoray,Drought related,Food,11
28/02/2019,201906,Woqooyi Galbeed,Hargeysa,Sanaag,Lasqoray,Drought related,Livelihood Support,5
28/02/2019,201907,Woqooyi Galbeed,Hargeysa,Sanaag,Lasqoray,Drought related,Shelter,5
31/03/2019,201911,Woqooyi Galbeed,Hargeysa,Sanaag,Lasqoray,Drought related,Water,5
31/05/2019,201919,Woqooyi Galbeed,Hargeysa,Sanaag,Lasqoray,Drought related,Water,6
30/11/2019,201946,Woqooyi Galbeed,Hargeysa,Sanaag,Lasqoray,Drought related,Water,5
30/04/2019,201917,Woqooyi Galbeed,Hargeysa,Sool,Caynabo,Drought related,Food,6
31/12/2019,201949,Woqooyi Galbeed,Hargeysa,Sool,Caynabo,Drought related,Food,5
31/12/2019,201950,Woqooyi Galbeed,Hargeysa,Sool,Caynabo,Drought related,Food,4
31/12/2019,201951,Woqooyi Galbeed,Hargeysa,Sool,Caynabo,Drought related,Food,5
31/01/2019,201904,Woqooyi Galbeed,Hargeysa,Sool,Caynabo,Drought related,Food,13
30/11/2019,201945,Woqooyi Galbeed,Hargeysa,Sool,Caynabo,Drought related,Food,6
31/10/2019,201941,Woqooyi Galbeed,Hargeysa,Sool,Caynabo,Drought related,Food,5
31/10/2019,201943,Woqooyi Galbeed,Hargeysa,Sool,Caynabo,Drought related,Food,6
31/10/2019,201942,Woqooyi Galbeed,Hargeysa,Sool,Caynabo,Drought related,Humanitarian Aid,6
28/02/2019,201905,Woqooyi Galbeed,Hargeysa,Sool,Caynabo,Drought related,Livelihood Support,5
31/10/2019,201943,Woqooyi Galbeed,Hargeysa,Sool,Caynabo,Drought related,Livelihood Support,5
31/08/2019,201933,Woqooyi Galbeed,Hargeysa,Sool,Caynabo,Drought related,Water,6
31/07/2019,201930,Woqooyi Galbeed,Hargeysa,Sool,Caynabo,Drought related,Water,7
30/11/2019,201947,Woqooyi Galbeed,Hargeysa,Sool,Caynabo,Drought related,Water,9
31/10/2019,201943,Woqooyi Galbeed,Hargeysa,Sool,Caynabo,Drought related,Water,5
30/09/2019,201939,Woqooyi Galbeed,Hargeysa,Sool,Caynabo,Drought related,Water,5
30/04/2019,201917,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Food,6
31/12/2019,201949,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Food,5
31/12/2019,201950,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Food,4
31/12/2019,201952,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Food,5
31/01/2019,201904,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Food,6
31/01/2019,201905,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Food,5
31/07/2019,201929,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Food,7
31/03/2019,201912,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Food,5
31/05/2019,201918,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Food,6
31/05/2019,201920,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Food,5
30/11/2019,201945,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Food,5
30/11/2019,201947,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Food,5
31/10/2019,201942,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Food,7
30/09/2019,201938,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Food,5
31/12/2019,201951,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Humanitarian Aid,5
31/08/2019,201934,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Livelihood Support,4
28/02/2019,201906,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Livelihood Support,5
28/02/2019,201907,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Livelihood Support,6
31/07/2019,201931,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Livelihood Support,6
30/06/2019,201924,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Livelihood Support,6
31/07/2019,201928,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Protection,5
30/04/2019,201916,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Water,5
30/06/2019,201925,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Water,7
31/03/2019,201911,Woqooyi Galbeed,Hargeysa,Sool,Laas Caanood,Drought related,Water,8
31/08/2019,201934,Woqooyi Galbeed,Hargeysa,Sool,Taleex,Drought related,Food,7
31/12/2019,201952,Woqooyi Galbeed,Hargeysa,Sool,Taleex,Drought related,Food,6
28/02/2019,201909,Woqooyi Galbeed,Hargeysa,Sool,Taleex,Drought related,Food,5
31/10/2019,201944,Woqooyi Galbeed,Hargeysa,Sool,Taleex,Drought related,Food,5
30/09/2019,201936,Woqooyi Galbeed,Hargeysa,Sool,Taleex,Drought related,Food,7
30/09/2019,201938,Woqooyi Galbeed,Hargeysa,Sool,Taleex,Drought related,Food,6
30/04/2019,201914,Woqooyi Galbeed,Hargeysa,Sool,Taleex,Drought related,Water,4
31/10/2019,201940,Woqooyi Galbeed,Hargeysa,Sool,Taleex,Drought related,Water,6
31/10/2019,201941,Woqooyi Galbeed,Hargeysa,Sool,Taleex,Drought related,Water,6
31/12/2019,201949,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Food,6
31/12/2019,201952,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Food,6
30/06/2019,201924,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Food,5
31/03/2019,201910,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Food,5
31/03/2019,201911,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Food,6
30/11/2019,201944,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Food,5
30/11/2019,201946,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Food,5
31/10/2019,201942,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Food,5
30/09/2019,201940,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Food,7
31/10/2019,201942,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Humanitarian Aid,5
28/02/2019,201905,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Livelihood Support,6
28/02/2019,201908,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Livelihood Support,5
31/01/2019,201902,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Livelihood Support,4
31/01/2019,201902,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Shelter,5
31/01/2019,201903,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Shelter,5
31/08/2019,201932,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Water,7
31/07/2019,201930,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Water,5
31/05/2019,201918,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Water,6
31/10/2019,201940,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Water,5
31/10/2019,201943,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Water,5
30/09/2019,201939,Woqooyi Galbeed,Hargeysa,Sool,Xudun,Drought related,Water,5
31/05/2019,201918,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Food,12
31/05/2019,201919,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Food,7
30/11/2019,201946,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Food,8
31/10/2019,201941,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Food,6
31/10/2019,201944,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Food,8
30/09/2019,201939,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Food,4
30/11/2019,201946,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Health,5
30/09/2019,201936,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Health,4
28/02/2019,201906,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Livelihood Support,6
30/11/2019,201945,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Livelihood Support,5
30/09/2019,201939,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Livelihood Support,6
31/12/2019,201950,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Other,4
30/06/2019,201926,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Other,8
31/08/2019,201931,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Shelter,7
31/07/2019,201929,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Shelter,8
30/04/2019,201915,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Water,5
31/12/2019,201950,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Water,8
31/07/2019,201927,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Water,15
31/07/2019,201928,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Water,7
31/07/2019,201930,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Water,7
30/11/2019,201944,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Water,5
30/11/2019,201947,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Drought related,Water,7
30/09/2019,201939,Woqooyi Galbeed,Hargeysa,Togdheer,Burco,Other,Livelihood Support,4
28/02/2019,201907,Woqooyi Galbeed,Hargeysa,Togdheer,Buuhoodle,Drought related,Food,6
31/07/2019,201929,Woqooyi Galbeed,Hargeysa,Togdheer,Buuhoodle,Drought related,Food,5
31/03/2019,201913,Woqooyi Galbeed,Hargeysa,Togdheer,Buuhoodle,Drought related,Food,5
31/10/2019,201941,Woqooyi Galbeed,Hargeysa,Togdheer,Buuhoodle,Drought related,Food,4
28/02/2019,201907,Woqooyi Galbeed,Hargeysa,Togdheer,Buuhoodle,Drought related,Livelihood Support,6
30/11/2019,201947,Woqooyi Galbeed,Hargeysa,Togdheer,Buuhoodle,Drought related,Other,4
31/01/2019,201902,Woqooyi Galbeed,Hargeysa,Togdheer,Buuhoodle,Drought related,Shelter,5
31/07/2019,201929,Woqooyi Galbeed,Hargeysa,Togdheer,Buuhoodle,Drought related,Water,6
30/04/2019,201915,Woqooyi Galbeed,Hargeysa,Togdheer,Owdweyne,Drought related,Food,5
31/07/2019,201927,Woqooyi Galbeed,Hargeysa,Togdheer,Owdweyne,Drought related,Food,5
31/03/2019,201911,Woqooyi Galbeed,Hargeysa,Togdheer,Owdweyne,Drought related,Food,7
31/05/2019,201920,Woqooyi Galbeed,Hargeysa,Togdheer,Owdweyne,Drought related,Food,5
30/04/2019,201915,Woqooyi Galbeed,Hargeysa,Togdheer,Owdweyne,Drought related,Livelihood Support,5
28/02/2019,201907,Woqooyi Galbeed,Hargeysa,Togdheer,Owdweyne,Drought related,Livelihood Support,6
31/01/2019,201903,Woqooyi Galbeed,Hargeysa,Togdheer,Owdweyne,Drought related,Livelihood Support,5
31/03/2019,201912,Woqooyi Galbeed,Hargeysa,Togdheer,Owdweyne,Drought related,Livelihood Support,5
30/09/2019,201936,Woqooyi Galbeed,Hargeysa,Togdheer,Owdweyne,Drought related,Livelihood Support,4
30/09/2019,201937,Woqooyi Galbeed,Hargeysa,Togdheer,Owdweyne,Drought related,Shelter,7
31/01/2019,201904,Woqooyi Galbeed,Hargeysa,Togdheer,Owdweyne,Drought related,Water,6
31/03/2019,201911,Woqooyi Galbeed,Hargeysa,Togdheer,Owdweyne,Drought related,Water,6
31/05/2019,201921,Woqooyi Galbeed,Hargeysa,Togdheer,Owdweyne,Drought related,Water,6
30/09/2019,201938,Woqooyi Galbeed,Hargeysa,Togdheer,Owdweyne,Other,Food,5
31/05/2019,201919,Woqooyi Galbeed,Hargeysa,Togdheer,Sheikh,Drought related,Food,6
30/06/2019,201924,Woqooyi Galbeed,Hargeysa,Togdheer,Sheikh,Drought related,Humanitarian Aid,5
31/01/2019,201902,Woqooyi Galbeed,Hargeysa,Togdheer,Sheikh,Drought related,Livelihood Support,6
31/01/2019,201905,Woqooyi Galbeed,Hargeysa,Togdheer,Sheikh,Drought related,Livelihood Support,6
30/06/2019,201926,Woqooyi Galbeed,Hargeysa,Togdheer,Sheikh,Drought related,Livelihood Support,6
31/12/2019,201949,Woqooyi Galbeed,Hargeysa,Togdheer,Sheikh,Drought related,Water,4
31/07/2019,201929,Woqooyi Galbeed,Hargeysa,Togdheer,Sheikh,Drought related,Water,6
31/03/2019,201909,Woqooyi Galbeed,Hargeysa,Togdheer,Sheikh,Other,Shelter,6
31/03/2019,201910,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Berbera,Drought related,Food,4
31/05/2019,201919,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Berbera,Drought related,Food,4
28/02/2019,201906,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Berbera,Drought related,Humanitarian Aid,5
31/12/2019,201951,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Berbera,Drought related,Livelihood Support,4
28/02/2019,201906,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Berbera,Drought related,Livelihood Support,6
28/02/2019,201907,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Berbera,Drought related,Livelihood Support,12
31/01/2019,201901,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Berbera,Drought related,Livelihood Support,7
31/01/2019,201902,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Berbera,Drought related,Livelihood Support,9
31/01/2019,201903,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Berbera,Drought related,Livelihood Support,6
31/01/2019,201904,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Berbera,Drought related,Livelihood Support,7
30/06/2019,201925,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Berbera,Drought related,Livelihood Support,18
30/06/2019,201926,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Berbera,Drought related,Livelihood Support,7
31/03/2019,201910,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Berbera,Drought related,Livelihood Support,5
30/11/2019,201945,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Berbera,Drought related,Livelihood Support,5
31/10/2019,201943,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Berbera,Drought related,Livelihood Support,5
31/01/2019,201905,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Berbera,Drought related,Shelter,4
30/06/2019,201926,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Berbera,Drought related,Shelter,7
30/04/2019,201916,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Berbera,Drought related,Water,5
31/03/2019,201911,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Berbera,Drought related,Water,6
31/01/2019,201901,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Gebiley,Drought related,Livelihood Support,6
30/06/2019,201926,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Hargeysa,Drought related,Food,6
31/01/2019,201902,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Hargeysa,Drought related,Livelihood Support,12
31/01/2019,201904,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Hargeysa,Drought related,Livelihood Support,10
31/03/2019,201910,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Hargeysa,Drought related,Livelihood Support,6
30/04/2019,201915,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Hargeysa,Drought related,Shelter,6
31/01/2019,201903,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Hargeysa,Drought related,Shelter,5
31/07/2019,201929,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Hargeysa,Drought related,Water,8
31/03/2019,201910,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Hargeysa,Drought related,Water,7
30/09/2019,201939,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Hargeysa,Drought related,Water,8
31/08/2019,201932,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Hargeysa,Other,Shelter,20
31/12/2019,201952,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Hargeysa,Other,Shelter,20
31/03/2019,201909,Woqooyi Galbeed,Hargeysa,Woqooyi Galbeed,Hargeysa,Other,Water,5
30/04/2020,202014,Awdal,Baki,Awdal,Baki,Drought related,Food,8
30/04/2020,202015,Awdal,Baki,Awdal,Baki,Drought related,Food,5
30/04/2020,202016,Awdal,Baki,Awdal,Baki,Drought related,Food,19
30/04/2020,202017,Awdal,Baki,Awdal,Baki,Drought related,Food,6
31/08/2020,202032,Awdal,Baki,Awdal,Baki,Drought related,Food,5
31/08/2020,202033,Awdal,Baki,Awdal,Baki,Drought related,Food,9
29/02/2020,202008,Awdal,Baki,Awdal,Baki,Drought related,Food,8
31/07/2020,202027,Awdal,Baki,Awdal,Baki,Drought related,Food,10
31/07/2020,202028,Awdal,Baki,Awdal,Baki,Drought related,Food,10
31/07/2020,202029,Awdal,Baki,Awdal,Baki,Drought related,Food,15
30/06/2020,202023,Awdal,Baki,Awdal,Baki,Drought related,Food,18
30/06/2020,202024,Awdal,Baki,Awdal,Baki,Drought related,Food,9
30/06/2020,202025,Awdal,Baki,Awdal,Baki,Drought related,Food,10
31/03/2020,202010,Awdal,Baki,Awdal,Baki,Drought related,Food,20
31/03/2020,202011,Awdal,Baki,Awdal,Baki,Drought related,Food,10
31/05/2020,202018,Awdal,Baki,Awdal,Baki,Drought related,Food,7
31/05/2020,202019,Awdal,Baki,Awdal,Baki,Drought related,Food,63
31/05/2020,202022,Awdal,Baki,Awdal,Baki,Drought related,Food,12
30/11/2020,202045,Awdal,Baki,Awdal,Baki,Drought related,Food,6
30/11/2020,202047,Awdal,Baki,Awdal,Baki,Drought related,Food,19
31/10/2020,202040,Awdal,Baki,Awdal,Baki,Drought related,Food,7
31/10/2020,202041,Awdal,Baki,Awdal,Baki,Drought related,Food,5
30/09/2020,202039,Awdal,Baki,Awdal,Baki,Drought related,Food,6
30/04/2020,202015,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,8
31/08/2020,202032,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,12
31/08/2020,202033,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,9
31/08/2020,202034,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,14
31/12/2020,202049,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,5
29/02/2020,202005,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,24
29/02/2020,202007,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,6
29/02/2020,202008,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,82
29/02/2020,202009,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,14
31/07/2020,202028,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,12
31/07/2020,202029,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,15
31/07/2020,202031,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,9
30/06/2020,202023,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,15
30/06/2020,202024,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,30
30/06/2020,202025,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,12
30/06/2020,202026,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,15
30/06/2020,202027,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,7
31/03/2020,202009,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,6
31/03/2020,202010,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,15
31/03/2020,202011,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,32
31/05/2020,202019,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,17
31/05/2020,202020,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,22
31/05/2020,202021,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,12
31/05/2020,202022,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,17
30/11/2020,202044,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,5
30/11/2020,202045,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,4
30/11/2020,202048,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,6
31/10/2020,202040,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,27
31/10/2020,202042,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,15
31/10/2020,202043,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,10
30/09/2020,202036,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,14
30/09/2020,202039,Awdal,Baki,Awdal,Baki,Drought related,Livelihood Support,16
29/02/2020,202008,Awdal,Baki,Awdal,Baki,Drought related,Shelter,6
31/10/2020,202041,Awdal,Baki,Awdal,Baki,Drought related,Shelter,6
31/03/2020,202010,Awdal,Baki,Awdal,Baki,Other,Livelihood Support,8
29/02/2020,202006,Awdal,Baki,Awdal,Borama,Drought related,Food,7
29/02/2020,202008,Awdal,Baki,Awdal,Borama,Drought related,Food,6
31/05/2020,202018,Awdal,Baki,Awdal,Borama,Drought related,Food,19
30/11/2020,202046,Awdal,Baki,Awdal,Borama,Drought related,Food,9
30/09/2020,202037,Awdal,Baki,Awdal,Borama,Drought related,Food,13
30/09/2020,202038,Awdal,Baki,Awdal,Borama,Drought related,Food,3
29/02/2020,202006,Awdal,Baki,Awdal,Borama,Drought related,Livelihood Support,77
29/02/2020,202007,Awdal,Baki,Awdal,Borama,Drought related,Livelihood Support,43
29/02/2020,202008,Awdal,Baki,Awdal,Borama,Drought related,Livelihood Support,11
29/02/2020,202009,Awdal,Baki,Awdal,Borama,Drought related,Livelihood Support,11
31/03/2020,202009,Awdal,Baki,Awdal,Borama,Drought related,Livelihood Support,8
31/03/2020,202010,Awdal,Baki,Awdal,Borama,Drought related,Livelihood Support,36
30/09/2020,202039,Awdal,Baki,Awdal,Borama,Drought related,Livelihood Support,13
30/06/2020,202025,Awdal,Baki,Awdal,Borama,Drought related,Water,6
30/09/2020,202039,Awdal,Baki,Awdal,Borama,Other,Food,6
31/07/2020,202028,Awdal,Baki,Awdal,Lughaye,Drought related,Food,9
31/07/2020,202031,Awdal,Baki,Awdal,Lughaye,Drought related,Food,5
30/09/2020,202038,Awdal,Baki,Awdal,Lughaye,Drought related,Food,7
31/08/2020,202032,Awdal,Baki,Awdal,Lughaye,Drought related,Livelihood Support,6
31/07/2020,202028,Awdal,Baki,Awdal,Lughaye,Drought related,Livelihood Support,7
31/07/2020,202029,Awdal,Baki,Awdal,Lughaye,Drought related,Livelihood Support,10
30/04/2020,202014,Awdal,Borama,Awdal,Baki,Drought related,Food,17
30/04/2020,202015,Awdal,Borama,Awdal,Baki,Drought related,Food,6
30/04/2020,202017,Awdal,Borama,Awdal,Baki,Drought related,Food,12
31/08/2020,202034,Awdal,Borama,Awdal,Baki,Drought related,Food,7
31/12/2020,202049,Awdal,Borama,Awdal,Baki,Drought related,Food,11
31/12/2020,202050,Awdal,Borama,Awdal,Baki,Drought related,Food,13
29/02/2020,202005,Awdal,Borama,Awdal,Baki,Drought related,Food,9
29/02/2020,202007,Awdal,Borama,Awdal,Baki,Drought related,Food,10
29/02/2020,202009,Awdal,Borama,Awdal,Baki,Drought related,Food,6
31/07/2020,202028,Awdal,Borama,Awdal,Baki,Drought related,Food,5
31/07/2020,202029,Awdal,Borama,Awdal,Baki,Drought related,Food,11
31/07/2020,202030,Awdal,Borama,Awdal,Baki,Drought related,Food,11
30/06/2020,202024,Awdal,Borama,Awdal,Baki,Drought related,Food,12
30/06/2020,202025,Awdal,Borama,Awdal,Baki,Drought related,Food,18
31/05/2020,202018,Awdal,Borama,Awdal,Baki,Drought related,Food,7
31/05/2020,202019,Awdal,Borama,Awdal,Baki,Drought related,Food,17
31/05/2020,202021,Awdal,Borama,Awdal,Baki,Drought related,Food,16
30/11/2020,202045,Awdal,Borama,Awdal,Baki,Drought related,Food,5
30/11/2020,202046,Awdal,Borama,Awdal,Baki,Drought related,Food,18
30/11/2020,202047,Awdal,Borama,Awdal,Baki,Drought related,Food,7
31/10/2020,202041,Awdal,Borama,Awdal,Baki,Drought related,Food,7
31/10/2020,202042,Awdal,Borama,Awdal,Baki,Drought related,Food,16
30/09/2020,202036,Awdal,Borama,Awdal,Baki,Drought related,Food,8
30/09/2020,202039,Awdal,Borama,Awdal,Baki,Drought related,Food,7
30/04/2020,202015,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,19
30/04/2020,202016,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,19
30/04/2020,202017,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,13
31/08/2020,202033,Awdal,Borama,Awdal,Baki,Drought related,Livelihood Support,5
